time	A	B
0.0	0.9482379388052584	0.17339957518328641
0.1	0.8837129882462752	0.23792452574226955
0.2	0.8272322453929507	0.294405268595594
0.30000000000000004	0.7777928535665708	0.3438446604219739
0.4	0.7345169803984392	0.3871205335901055
0.5	0.6966362312775546	0.42500128271098997
0.6000000000000001	0.6634780059452904	0.4581595080432542
0.7000000000000001	0.6344535559884904	0.4871839580000542
0.8	0.6090475311830831	0.5125899828054615
0.9	0.5868088290759397	0.5348286849126048
1.0	0.5673425853326443	0.5542949286559002
1.1	0.5503031626339757	0.5713343513545688
1.2000000000000002	0.535388013633856	0.5862495003546884
1.3	0.5223323090111192	0.5993052049774252
1.4000000000000001	0.5109042352322529	0.6107332787562914
1.5	0.5009008785334682	0.6207366354550761
1.6	0.4921446220392045	0.6294928919493397
1.7000000000000002	0.48447999204528963	0.6371575219432545
1.8	0.47777089747021584	0.6438666165183283
1.9000000000000001	0.47189821345898225	0.6497393005295617
2.0	0.4667576662346321	0.6548798477539118
2.1	0.46225798164148413	0.6593795323470598
2.2	0.45831926450609733	0.6633182494824466
2.3000000000000003	0.45487158004034317	0.6667659339482007
2.4000000000000004	0.4518537120983653	0.6697838018901785
2.5	0.44921207623937565	0.6724254377491681
2.6	0.44689976829692596	0.6747377456916178
2.7	0.4448757315613097	0.676761782427234
2.8000000000000003	0.4431040277878133	0.6785334862007304
2.9000000000000004	0.4415531990870359	0.6800843149015078
3.0	0.4401957093671779	0.6814418046213657
3.1	0.43900745541069885	0.6826300585778448
3.2	0.43796733890415473	0.6836701750843888
3.3000000000000003	0.4370568918222943	0.6845806221662492
3.4000000000000004	0.43625994851483507	0.6853775654737082
3.5	0.4355623586735824	0.6860751553149609
3.6	0.43495173608341287	0.6866857779051303
3.7	0.43441723869601434	0.6872202752925288
3.8000000000000003	0.43394937612143036	0.6876881378671128
3.9000000000000004	0.4335398411192824	0.6880976728692608
4.0	0.4331813620976734	0.6884561518908698
4.1000000000000005	0.43286757400078363	0.6887699399877595
4.2	0.4325929052926741	0.689044608695869
4.3	0.4323524790306128	0.6892850349579304
4.4	0.43214202627140835	0.6894954877171349
4.5	0.43195781027321806	0.689679703715325
4.6000000000000005	0.43179656014697826	0.6898409538415647
4.7	0.4316554127793892	0.6899821012091538
4.800000000000001	0.43153186199625554	0.6901056519922875
4.9	0.4314237140635404	0.6902137999250025
5.0	0.43132904873602157	0.6903084652525213
5.1000000000000005	0.43124618516194063	0.6903913288266023
5.2	0.43117365203825697	0.6904638619502858
5.300000000000001	0.4311101614865923	0.6905273525019504
5.4	0.43105458618601294	0.6905829278025298
5.5	0.43100593935662634	0.6906315746319165
5.6000000000000005	0.4309633572385866	0.6906741567499561
5.7	0.4309260837554096	0.6907114302331331
5.800000000000001	0.4308934570892854	0.6907440568992571
5.9	0.4308648979300213	0.6907726160585212
6.0	0.43083989918896803	0.6907976147995745
6.1000000000000005	0.4308180169952917	0.6908194969932507
6.2	0.4307988628147244	0.6908386511738179
6.300000000000001	0.4307820965508557	0.6908554174376866
6.4	0.43076742050647326	0.6908700934820691
6.5	0.4307545740977324	0.69088293989081
6.6000000000000005	0.4307433292273001	0.6908941847612422
6.7	0.4307334862343214	0.690904027754221
6.800000000000001	0.4307248703492952	0.6909126436392472
6.9	0.4307173285909148	0.6909201853976275
7.0	0.43071072704977376	0.6909267869387686
7.1000000000000005	0.4307049485107064	0.690932565477836
7.2	0.4306998903715477	0.6909376236169946
7.300000000000001	0.43069546282135723	0.690942051167185
7.4	0.43069158724576034	0.6909459267427818
7.5	0.43068819483109283	0.6909493191574493
7.6000000000000005	0.4306852253425643	0.6909522886459778
7.7	0.43068262605474567	0.6909548879337964
7.800000000000001	0.4306803508153908	0.6909571631731513
7.9	0.4306783592259696	0.6909591547625724
8.0	0.4306766159243632	0.6909608980641789
8.1	0.43067508995698317	0.6909624240315589
8.200000000000001	0.43067375422916865	0.6909637597593734
8.3	0.4306725850241005	0.6909649289644415
8.4	0.4306715615816922	0.6909659524068499
8.5	0.4306706657299792	0.6909668482585628
8.6	0.43066988156246266	0.6909676324260794
8.700000000000001	0.4306691951556778	0.6909683188328642
8.8	0.4306685943219728	0.6909689196665693
8.9	0.4306680683931081	0.6909694455954338
9.0	0.4306676080308342	0.6909699059577078
9.1	0.43066720506108397	0.690970308927458
9.200000000000001	0.4306668523288363	0.6909706616597058
9.3	0.4306665435710735	0.6909709704174686
9.4	0.430666273305577	0.690971240682965
9.5	0.4306660367335861	0.6909714772549559
9.600000000000001	0.4306658296545932	0.6909716843339487
9.700000000000001	0.43066564839176	0.6909718655967819
9.8	0.43066548972663304	0.6909720242619088
9.9	0.43066535084199764	0.6909721631465443
10.0	0.4306652292718559	0.6909722847166859
